,titulo,caracteristicas,precos,endereco,rua,bairro,cidade,data_anuncio,link,data_pesquisa
0,"Casa para Aluguel - Samambaia, 3 Quartos, 85 m²",85 m² área total 85 m² área útil 3 Quartos 2 Banheiros 2 Vagas,R$ 1.600,"Qr 210 Conjunto 19, Samambaia, Samambaia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-samambaia-3-quartos-85-m-sup2-2950592308.html,31-07-20
1,"Casa Com 3 Dormitórios para Alugar, 115 m² Por R$900,00/mês - Setor Campinas - Goiânia/go",115 m² área total 115 m² área útil 3 Quartos,R$ 900,"Setor Campinas, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-com-3-dormitorios-para-alugar-115-m-sup2--por-2950575478.html,31-07-20
2,"Casa para Aluguel - Ceilândia, 3 Quartos, 95 m²",95 m² área total 95 m² área útil 3 Quartos 2 Banheiros 2 Vagas,R$ 1.400,"Qnp 5, Ceilandia Centro, Ceilândia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-ceilandia-3-quartos-95-m-sup2-2950576641.html,31-07-20
3,"Casa para Aluguel - Setor Central, 2 Quartos, 78 m²",78 m² área total 78 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 1.409,"Rua 4 - Quadra Gb5, Setor Central, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-setor-central-2-quartos-78-2950592224.html,31-07-20
4,Casa - Setor Habitacional Jardim Botânico,1 m² área total 1 m² área útil 4 Quartos 1 Vaga,R$ 6.500,"CONDOMÍNIO SOLAR DE BRASÍLIA 22, Setor Habitacional Jardim Botânico, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-setor-habitacional-jardim-botanico-2950593834.html,31-07-20
5,Casa - Setor Sudoeste,130 m² área total 130 m² área útil 3 Quartos 3 Banheiros 2 Vagas,R$ 1.700,"Rua C 83 Qd 172 Lt 15, s/n, Setor Sudoeste, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-setor-sudoeste-2950577192.html,31-07-20
6,Casa para Alugar Com 3 Quartos - Ceilândia Norte,95 m² área total 95 m² área útil 3 Quartos 2 Banheiros 2 Vagas,R$ 1.400,"Quadra QNP 5 Conjunto R 0, Ceilandia Norte, Ceilândia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-com-3-quartos-ceilandia-norte-2950591052.html,31-07-20
7,Alugo Casa Vazada no Lote Com Subsolo na Shcgn 704 Bl. N Casa 13!,310 m² área total 285 m² área útil 4 Quartos 5 Banheiros 2 Vagas,R$ 5.300,"Asa Norte, Brasília",,,,,https://www.wimoveis.com.br/propriedades/alugo-casa-vazada-no-lote-com-subsolo-na-shcgn-704-bl.-2950579787.html,31-07-20
8,Casa para Alugar Com 3 Quartos - Ceilândia Norte,95 m² área total 95 m² área útil 3 Quartos 2 Banheiros 2 Vagas,R$ 1.400,"Quadra QNP 5 Conjunto R 0, Ceilandia Norte, Ceilândia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-com-3-quartos-ceilandia-norte-2950579843.html,31-07-20
9,Qnl 16 Conjunto A Oferta Casa 01 Quarto Aluguel Com 01 Mês Grátis,80 m² área total 80 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 700,"QNL 16 Conjunto A, Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/qnl-16-conjunto-a-oferta-casa-01-quarto-aluguel-com-01-2950593846.html,31-07-20
10,Qnl 01 Conjunto D 2 Quartos,200 m² área total 135 m² área útil 2 Quartos 1 Banheiro 5 Vagas,R$ 1.200,"QNL 01, Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/qnl-01-conjunto-d-2-quartos-2950593843.html,31-07-20
11,Qnl 16 Conjunto A Oferta Casa 01 Quarto Aluguel Com 01 Mês Grátis,80 m² área total 80 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 650,"QNL 16 Conjunto A, Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/qnl-16-conjunto-a-oferta-casa-01-quarto-aluguel-com-01-2950593845.html,31-07-20
12,Rua 10b Resid. Porto Seguro - Casa em Condomínio Com Área De Lazer,800 m² área total 497 m² área útil 7 Quartos 6 Banheiros 3 Vagas,R$ 5.300,"Vicente Pires, Vicente Pires",,,,,https://www.wimoveis.com.br/propriedades/rua-10b-resid.-porto-seguro-casa-em-condominio-com-2950581458.html,31-07-20
13,"Casa para Aluguel - Setor Sul, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 1.300,"Rua 94, Setor Sul, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-setor-sul-2-quartos-100-m-sup2-2950569745.html,31-07-20
14,Casa para Alugar Com 2 Quartos,120 m² área total 120 m² área útil 2 Quartos 2 Banheiros 5 Vagas,R$ 2.100,"Quadra QE 30 Conjunto B 0, Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-com-2-quartos-2950568384.html,31-07-20
15,"Casa para Aluguel - Ceilândia, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 2.001,"Qnp 9 Conjunto X, Ceilandia Centro, Ceilândia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-ceilandia-2-quartos-100-m-sup2-2950557791.html,31-07-20
16,Casa para Alugar Com 3 Quartos,150 m² área total 150 m² área útil 3 Quartos 2 Banheiros 2 Vagas,R$ 3.600,"Quadra SHCGN 704 Bloco F 21, Asa Norte, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-com-3-quartos-2950568390.html,31-07-20
17,Casa para Alugar Com 4 Quartos,220 m² área total 220 m² área útil 4 Quartos 4 Banheiros 1 Vaga,R$ 3.000,"Colônia Agrícola Águas Claras Chácara 47 47, Guara I, Guará",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-com-4-quartos-2950568451.html,31-07-20
18,Qe 26 Conjunto R,200 m² área total 200 m² área útil 5 Quartos 2 Banheiros 1 Vaga,R$ 3.900,"Quadra QE 26 Conjunto R 0, Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/qe-26-conjunto-r-2950568388.html,31-07-20
19,Casa para Alugar Com 4 Quartos,220 m² área total 220 m² área útil 4 Quartos 4 Banheiros 1 Vaga,R$ 3.000,"Colônia Agrícola Águas Claras Chácara 47 47, Guara I, Guará",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-com-4-quartos-2950568372.html,31-07-20
20,"Casa Com 4 Dormitórios para Alugar, 354 m² Por R$4.300,00/mês - Vicente Pires - Vicente Pires/df",800 m² área total 354 m² área útil 4 Quartos 4 Banheiros 1 Vaga,R$ 4.300,"Rua 1 Chácara 13b 300, Vicente Pires, Vicente Pires",,,,,https://www.wimoveis.com.br/propriedades/casa-com-4-dormitorios-para-alugar-354-m-sup2--por-2950568381.html,31-07-20
21,Casa para Alugar Com 3 Quartos,144 m² área total 144 m² área útil 3 Quartos 2 Banheiros 3 Vagas,R$ 1.200,"Quadra Qno 6 Conjunto J 0, Ceilandia Norte, Ceilândia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-com-3-quartos-2950568377.html,31-07-20
22,Qna 07 - 03 Quartos - Taguatinga Norte,88 m² área total 88 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.200,"Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/qna-07-03-quartos-taguatinga-norte-2950568367.html,31-07-20
23,"Qse 18, Casa Térrea 2qts, Taguatinga",300 m² área total 80 m² área útil 2 Quartos 1 Banheiro 4 Vagas,R$ 1.800,"Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/qse-18-casa-terrea-2qts-taguatinga-2950564249.html,31-07-20
24,Estancia Jardim Botanico - Casa Térrea - Lazer Completo - Ac Permuta,800 m² área total 390 m² área útil 3 Quartos 5 Banheiros 5 Vagas,R$ 5.500,"Setor Habitacional Jardim Botânico, Brasília",,,,,https://www.wimoveis.com.br/propriedades/estancia-jardim-botanico-casa-terrea-lazer-2950563620.html,31-07-20
25,Casa Comercial Meia Lua,2 Quartos 2 Banheiros 1 Vaga,R$ 1.400,"AVENIDA MEIA LUA 22, Centro, Pirenópolis",,,,,https://www.wimoveis.com.br/propriedades/casa-comercial-meia-lua-2950567155.html,31-07-20
26,"Casa para Aluguel - Taguatinga, 2 Quartos, 60 m²",60 m² área total 60 m² área útil 2 Quartos 1 Banheiro,R$ 850,"Setor L Norte Qnl 28, Taguatinga Centro, Taguatinga",,,,2,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-taguatinga-2-quartos-60-m-sup2-2950537168.html,31-07-20
27,Alugo Casa no Condomínio Estância Quintas Da Alvorada,690 m² área total 230 m² área útil 3 Quartos 4 Banheiros 5 Vagas,R$ 5.500,"Setor Habitacional Jardim Botânico, Brasília",,,,2,https://www.wimoveis.com.br/propriedades/alugo-casa-no-condominio-estancia-quintas-da-alvorada-2950544360.html,31-07-20
28,Casa Shis Qi 25 Lago Sul,940 m² área total 700 m² área útil 5 Quartos 9 Banheiros 4 Vagas,R$ 15.000,"Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-shis-qi-25-lago-sul-2950556721.html,31-07-20
29,Qe 26 Conjunto R,200 m² área total 200 m² área útil 5 Quartos 2 Banheiros 1 Vaga,R$ 3.900,"Quadra QE 26 Conjunto R 0, Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/qe-26-conjunto-r-2950551196.html,31-07-20
30,Ideal para Escritório - Lote 1.600 m² - Estacionamento Interno,1600 m² área total 406 m² área útil 3 Quartos 4 Banheiros,R$ 18.000,"Quadra SHIS QL 12 Conjunto 15, Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/ideal-para-escritorio-lote-1.600-m-sup2--2950553993.html,31-07-20
31,Alugo Casa 2 Quartos E Garagem,128 m² área total 128 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 950,"Q 6 CONJUNTO 6H 45, Jardim Roriz, Planaltina",,,,2,https://www.wimoveis.com.br/propriedades/alugo-casa-2-quartos-e-garagem-2950542152.html,31-07-20
32,Casa De 03 Quartos Sendo 02 Suítes - Vicente Pires/r.03 - Alugue Sem Fiador,440 m² área total 440 m² área útil 3 Quartos 4 Banheiros 5 Vagas,R$ 3.900,"Rua 3, Vicente Pires, Vicente Pires",,,,2,https://www.wimoveis.com.br/propriedades/casa-de-03-quartos-sendo-02-suites-vicente-2950544920.html,31-07-20
33,Casa - Centro,250 m² área total 60 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 400,"Rua Americano do Brasil, Centro, Uruaçu",,,,2,https://www.wimoveis.com.br/propriedades/casa-centro-2950543459.html,31-07-20
34,Casa - Setor Habitacional Jardim Botânico,690 m² área total 60 m² área útil 1 Quarto 1 Banheiro,R$ 1.500,"Setor Habitacional Jardim Botânico, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-setor-habitacional-jardim-botanico-2950556816.html,31-07-20
35,Ligue Agora E Agende Sua Visita (61) 99300 - 4206 - Excelente Casa para Locação,120 m² área total 80 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 2.000,"QD Qnd 10, Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/ligue-agora-e-agende-sua-visita-61-99300-4206-2950517439.html,31-07-20
36,Ligue Agora E Agende Sua Visita (61) 99300 - 4206 Tatyane - Excelente Casa para Locação,160 m² área total 100 m² área útil 3 Quartos 3 Banheiros 5 Vagas,R$ 2.500,"QD Qnl 5 Bloco C, Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/ligue-agora-e-agende-sua-visita-61-99300-4206-2950517440.html,31-07-20
37,Casa - Setor Sudoeste,100 m² área total 80 m² área útil 2 Quartos 2 Banheiros 2 Vagas,R$ 850,"Rua C 54, s/n, Setor Sudoeste, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-setor-sudoeste-2950536370.html,31-07-20
38,"Casa para Alugar, 2000 m² Por R$80.000,00/mês - Setor De Habitações Individuais Sul - Brasília/df",10000 m² área total 2000 m² área útil 5 Quartos 10 Vagas,R$ 80.000,"Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-2000-m-sup2--por-r$80.000-00-mes-2950532671.html,31-07-20
39,Ligue Agora E Agende Sua Visita (61) 99300 - 4206 - Excelente Casa para Locação,100 m² área total 80 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 2.300,"QD Qnd 10, Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/ligue-agora-e-agende-sua-visita-61-99300-4206-2950517436.html,31-07-20
40,Casa 03 Quartos Ar 07 Sobradinho II Aluguel,130 m² área total 130 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.800,"Setor Oeste, Sobradinho",,,,,https://www.wimoveis.com.br/propriedades/casa-03-quartos-ar-07-sobradinho-ii-aluguel-2950530515.html,31-07-20
41,"Aluga Casa 2 Qtos, Terreno 630 m, Cond Estância Quintas Alvorada, Prox Ponte Jk",100 m² área total 100 m² área útil 2 Quartos 2 Banheiros 2 Vagas,R$ 2.500,"Lago Sul, Brasília",,,,3,https://www.wimoveis.com.br/propriedades/aluga-casa-2-qtos-terreno-630-m-cond-estancia-2950524324.html,31-07-20
42,Casa - Lago Sul,300 m² área total 300 m² área útil 3 Quartos 2 Vagas,R$ 7.000,"Lago Sul, Brasília",,,,3,https://www.wimoveis.com.br/propriedades/casa-lago-sul-2950525095.html,31-07-20
43,Qn 516 Excelente Sobrado,180 m² área total 180 m² área útil 4 Quartos 2 Banheiros 2 Vagas,R$ 1.000,"QN 516 CONJUNTO 6, Samambaia Sul, Samambaia",,,,3,https://www.wimoveis.com.br/propriedades/qn-516-excelente-sobrado-2950530518.html,31-07-20
44,Quadra Coonia Agric. Bernado Saião Ch 9b Cs 21,52 m² área total 52 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 1.160,"Quadra COONIA AGRIC. BERNADO SAIÃO CH 9B CS 21, Guara II, Guará",,,,2,https://www.wimoveis.com.br/propriedades/quadra-coonia-agric.-bernado-saiao-ch-9b-cs-21-2950524898.html,31-07-20
45,"Sobrado Com 4 Dormitórios para Alugar, 342 m² Por R$8.500,00/mês - Residencial Alphaville Flamboyan",655 m² área total 342 m² área útil 4 Quartos 5 Banheiros 4 Vagas,R$ 8.500,"Residencial Alphaville Flamboyant, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/sobrado-com-4-dormitorios-para-alugar-342-m-sup2--por-2950532237.html,31-07-20
46,Casa - Sobradinho,152 m² área total 152 m² área útil 3 Quartos 2 Banheiros 1 Vaga,R$ 1.580,"Sobradinho, Sobradinho",,,,3,https://www.wimoveis.com.br/propriedades/casa-sobradinho-2950530516.html,31-07-20
47,Casa para Alugar Com 2 Quartos,120 m² área total 120 m² área útil 2 Quartos 2 Banheiros 5 Vagas,R$ 2.100,"Quadra QE 30 Conjunto B 0, Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-com-2-quartos-2950526950.html,31-07-20
48,Casa De 6 Quartos na Asa Norte - Disponível à Partir De 01 De Setembro,470 m² área total 470 m² área útil 6 Quartos 3 Banheiros 3 Vagas,R$ 6.600,"SHCGN 707, Asa Norte, Brasília",,,,3,https://www.wimoveis.com.br/propriedades/casa-de-6-quartos-na-asa-norte-disponivel-a-partir-2950524057.html,31-07-20
49,Quadra Qs 8,2 Quartos 1 Banheiro,R$ 1.400,"Quadra QS 8, Areal, Águas Claras",,,,2,https://www.wimoveis.com.br/propriedades/quadra-qs-8-2950535228.html,31-07-20
50,Quadra 107 Excelente Sobrado 3 Quartos,250 m² área total 250 m² área útil 3 Quartos 2 Banheiros 4 Vagas,R$ 1.450,"QUADRA 107, Recanto das Emas, Recanto das Emas",,,,3,https://www.wimoveis.com.br/propriedades/quadra-107-excelente-sobrado-3-quartos-2950530517.html,31-07-20
51,Casa - Setor Habitacional Jardim Botânico,800 m² área total 400 m² área útil 3 Quartos 2 Vagas,R$ 7.500,"CONDOMÍNIO VILLE MONTAGNE, Setor Habitacional Jardim Botânico, Brasília",,,,3,https://www.wimoveis.com.br/propriedades/casa-setor-habitacional-jardim-botanico-2950524265.html,31-07-20
52,Casinha De Fundo na Qe 04 Conjunto G,90 m² área total 75 m² área útil 2 Quartos 1 Banheiro,R$ 1.000,"QE 4 Conjunto G , Guara I, Guará",,,,,https://www.wimoveis.com.br/propriedades/casinha-de-fundo-na-qe-04-conjunto-g-2950508603.html,31-07-20
53,"Casa Com 4 Dormitórios para Alugar, 300 m², no Condomínio Residencial Mônaco",800 m² área total 300 m² área útil 4 Quartos 4 Banheiros,R$ 3.850,"Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-com-4-dormitorios-para-alugar-300-m-sup2--no-2950515524.html,31-07-20
54,Sobrado Comercial Marista,587 m² área total 221 m² área útil 0 Quartos 3 Banheiros 2 Vagas,R$ 5.500,"Rua T 53 , Setor Marista, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/sobrado-comercial-marista-2950504210.html,31-07-20
55,Casa para Alugar Com 3 Quartos,144 m² área total 144 m² área útil 3 Quartos 2 Banheiros 3 Vagas,R$ 1.200,"Quadra Qno 6 Conjunto J 0, Ceilandia Norte, Ceilândia",,,,3,https://www.wimoveis.com.br/propriedades/casa-para-alugar-com-3-quartos-2950515363.html,31-07-20
56,Casa - Setor Habitacional Jardim Botânico,320 m² área total 197 m² área útil 3 Quartos 2 Vagas,R$ 2.800,"CONDOMÍNIO JARDIM BOTÂNICO VI, Setor Habitacional Jardim Botânico, Brasília",,,,4,https://www.wimoveis.com.br/propriedades/casa-setor-habitacional-jardim-botanico-2950506886.html,31-07-20
57,"Casa Com 4 Dormitórios para Alugar, 410 m² Por R$2.500,00/mês - Sobradinho - Sobradinho/df",525 m² área total 410 m² área útil 4 Quartos 5 Vagas,R$ 2.500,"Quadra Quadra 6 Conjunto B 4, Sobradinho, Sobradinho",,,,4,https://www.wimoveis.com.br/propriedades/casa-com-4-dormitorios-para-alugar-410-m-sup2--por-2950502472.html,31-07-20
58,Casa - Jardim Califórnia,250 m² área total 3 Quartos 2 Vagas,R$ 2.200,"Jardim Califórnia, Formosa",,,,4,https://www.wimoveis.com.br/propriedades/casa-jardim-california-2950503342.html,31-07-20
59,Casa - Jardim Goias,70 m² área total 3 Quartos 4 Vagas,R$ 1.200,"Jardim Goiás, Rio Verde",,,,4,https://www.wimoveis.com.br/propriedades/casa-jardim-goias-2950503722.html,31-07-20
